RIOT native interrupts/signals initialized.
RIOT native board initialized.
RIOT native hardware initialization complete.

main(): This is RIOT! (Version: 2023.01-devel-391-gf43eb-main)
Mode: ELECTRONIC CODEBOOK - 128 Bit, # of rounds: 1000
;Round;Encrypt(ms);Decrypt(ms)
;878;541;932
;879;577;936
;880;720;1179
;881;539;932
;882;644;986
;883;540;942
;884;978;930
;885;546;959
;886;598;956
;887;660;932
;888;718;931
;889;540;933
;890;539;932
;891;539;966
;892;582;1095
;893;539;1009
;894;538;1061
;895;569;948
;896;539;931
;897;698;931
;898;718;1167
;899;624;890
;900;514;1003
;901;515;987
;902;513;887
;903;737;923
;904;857;1388
;905;682;890
;906;514;970
;907;684;887
;908;514;1017
;909;570;1518
;910;867;1195
;911;696;1366
;912;995;1268
;913;889;1065
;914;630;1531
;915;1134;1228
;916;587;1214
;917;552;990
;918;637;1117
;919;631;1115
;920;614;1092
;921;614;1059
;922;614;1144
;923;628;1136
;924;567;986
;925;581;947
;926;526;903
;927;563;940
;928;744;945
;929;762;1107
;930;996;1108
;931;514;913
;932;514;979
;933;677;888
;934;685;1025
;935;548;935
;936;573;889
;937;514;1296
;938;812;1061
;939;614;929
;940;514;1209
;941;564;1206
;942;528;1261
;943;513;893
;944;534;891
;945;543;951
;946;514;1229
;947;520;1524
;948;547;1065
;949;530;960
;950;513;888
;951;518;926
;952;831;1356
;953;609;931
;954;565;931
;955;541;932
;956;630;1198
;957;745;931
;958;643;967
;959;583;932
;960;539;937
;961;650;937
;962;539;937
;963;539;954
;964;607;1120
;965;539;1084
;966;561;1025
;967;593;1025
;968;629;978
;969;576;931
;970;677;1032
;971;540;932
;972;638;1152
;973;608;1002
;974;546;933
;975;661;1403
;976;766;1128
;977;564;1023
;978;539;938
;979;839;939
;980;611;1041
;981;538;956
;982;545;932
;983;539;956
;984;538;929
;985;645;1363
;986;649;1059
;987;595;1002
;988;610;930
;989;540;1008
;990;547;1058
;991;549;944
;992;589;938
;993;539;1228
;994;760;1183
;995;635;945
;996;546;936
;997;538;1291
;998;715;1124
;999;646;1003
;1000;540;977
Benchmark done!
Mode: COUNTER MODE - 128 Bit, # of rounds: 1000
;Round;Encrypt(ms);Decrypt(ms)
;1;548;564
;2;541;536
;3;536;675
;4;535;898
;5;544;659
;6;581;571
;7;536;637
;8;536;534
;9;536;676
;10;689;772
;11;651;705
;12;511;552
;13;511;632
;14;510;588
;15;511;510
;16;570;677
;17;877;553
;18;510;510
;19;516;777
;20;511;511
;21;510;509
;22;510;510
;23;966;511
;24;510;510
;25;516;511
;26;515;636
;27;801;523
;28;542;800
;29;588;732
;30;805;681
;31;792;683
;32;659;651
;33;1056;1196
;34;581;510
;35;556;607
;36;615;658
;37;588;511
;38;511;509
;39;588;684
;40;945;986
;41;672;640
;42;685;510
;43;511;509
;44;549;511
;45;763;551
;46;511;511
;47;511;515
;48;600;562
;49;510;510
;50;511;511
;51;722;511
;52;635;510
;53;606;565
;54;714;511
;55;745;511
;56;632;509
;57;537;511
;58;517;511
;59;559;511
;60;511;877
;61;511;551
;62;510;559
;63;516;622
;64;510;510
;65;601;510
;66;682;689
;67;510;510
;68;511;509
;69;510;559
;70;700;511
;71;890;643
;72;511;510
;73;606;511
;74;511;515
;75;511;509
;76;662;824
;77;582;576
;78;570;511
;79;739;566
;80;673;510
;81;511;510
;82;596;511
;83;511;510
;84;554;679
;85;693;647
;86;972;852
;87;545;540
;88;511;510
;89;586;510
;90;557;510
;91;752;523
;92;544;535
;93;722;573
;94;580;578
;95;603;632
;96;594;583
;97;740;659
;98;535;544
;99;523;575
;100;623;561
;101;816;591
;102;511;510
;103;607;849
;104;1018;643
;105;724;633
;106;647;510
;107;546;516
;108;747;511
;109;632;946
;110;512;510
;111;646;790
;112;516;669
;113;510;510
;114;773;880
;115;1335;703
;116;572;511
;117;510;510
;118;635;510
;119;706;785
;120;520;784
;121;510;509
;122;516;621
;123;527;518
;124;511;563
;125;510;540
;126;700;517
;127;645;1082
;128;703;703
;129;737;510
;130;566;577
;131;511;509
;132;552;625
;133;510;510
;134;535;516
;135;648;575
;136;539;612
;137;618;511
;138;546;976
;139;566;998
;140;510;550
;141;510;516
;142;545;514
;143;571;698
;144;915;577
;145;671;534
;146;716;605
;147;532;526
;148;625;877
;149;764;740
;150;597;731
;151;1008;786
;152;827;713
;153;782;610
;154;605;516
;155;546;670
;156;511;707
;157;716;510
;158;511;579
;159;510;617
;160;510;510
;161;511;509
;162;574;858
;163;627;512
;164;511;509
;165;525;511
;166;511;510
;167;510;510
;168;511;1043
;169;602;510
;170;1122;774
;171;546;806
;172;620;509
;173;545;927
;174;877;890
;175;651;709
;176;746;626
;177;648;515
;178;1036;742
;179;541;842
;180;539;648
;181;727;627
;182;581;577
;183;604;639
;184;731;729
;185;642;732
;186;612;611
;187;610;611
;188;610;611
;189;647;642
;190;611;616
;191;610;637
;192;610;616
;193;610;609
;194;610;710
;195;663;611
;196;611;690
;197;736;612
;198;611;610
;199;610;610
;200;644;610
;201;610;616
;202;611;615
;203;634;610
;204;622;592
;205;628;614
;206;715;617
;207;648;637
;208;606;760
;209;748;621
;210;553;559
;211;553;525
;212;531;735
;213;747;548
;214;510;641
;215;511;510
;216;549;509
;217;919;1273
;218;612;511
;219;742;565
;220;666;594
;221;510;653
;222;511;573
;223;510;576
;224;510;515
;225;638;510
;226;559;626
;227;542;641
;228;605;536
;229;635;536
;230;535;535
;231;537;535
;232;770;623
;233;603;662
;234;535;534
;235;541;674
;236;535;535
;237;535;538
;238;536;535
;239;788;536
;240;535;534
;241;535;541
;242;563;535
;243;581;588
;244;536;535
;245;535;676
;246;792;832
;247;653;535
;248;582;536
;249;535;593
;250;535;545
;251;561;536
;252;645;708
;253;535;542
;254;671;537
;255;536;535
;256;536;542
;257;557;752
;258;676;921
;259;572;534
;260;558;535
;261;536;540
;262;536;536
;263;557;536
;264;864;536
;265;536;540
;266;537;578
;267;535;536
;268;536;535
;269;607;536
;270;783;536
;271;1120;714
;272;670;767
;273;673;630
;274;535;558
;275;536;535
;276;536;572
;277;606;534
;278;621;537
;279;609;535
;280;608;540
;281;563;535
;282;711;573
;283;535;770
;284;555;535
;285;535;541
;286;536;535
;287;565;580
;288;944;535
;289;640;657
;290;535;535
;291;535;588
;292;581;535
;293;625;535
;294;593;753
;295;541;607
;296;626;698
;297;697;784
;298;882;569
;299;592;553
;300;535;536
;301;535;596
;302;570;753
;303;510;551
;304;572;546
;305;564;659
;306;510;509
;307;510;531
;308;547;599
;309;510;586
;310;510;514
;311;511;786
;312;511;510
;313;510;510
;314;695;510
;315;510;510
;316;511;510
;317;732;624
;318;985;773
;319;669;602
;320;775;744
;321;1079;591
;322;840;602
;323;549;567
;324;622;527
;325;635;536
;326;563;565
;327;564;589
;328;618;594
;329;632;609
;330;610;608
;331;634;610
;332;617;610
;333;610;637
;334;617;606
;335;584;583
;336;563;562
;337;580;535
;338;841;814
;339;514;624
;340;712;561
;341;514;514
;342;573;532
;343;511;623
;344;843;845
;345;753;617
;346;919;656
;347;781;531
;348;539;511
;349;582;657
;350;510;510
;351;631;516
;352;659;570
;353;588;510
;354;658;510
;355;511;700
;356;584;749
;357;572;511
;358;546;510
;359;722;511
;360;560;584
;361;579;721
;362;511;670
;363;636;535
;364;511;561
;365;546;512
;366;512;663
;367;527;582
;368;614;652
;369;517;922
;370;557;671
;371;529;592
;372;702;612
;373;691;510
;374;549;564
;375;658;510
;376;959;842
;377;603;566
;378;653;717
;379;573;606
;380;553;787
;381;1063;689
;382;630;673
;383;557;548
;384;576;579
;385;577;692
;386;646;611
;387;612;630
;388;610;653
;389;610;629
;390;612;610
;391;635;640
;392;611;649
;393;620;611
;394;609;646
;395;609;616
;396;610;610
;397;634;610
;398;610;609
;399;616;593
;400;600;588
;401;564;564
;402;560;535
;403;541;527
;404;747;795
;405;924;564
;406;510;510
;407;511;510
;408;510;510
;409;600;750
;410;511;516
;411;517;510
;412;516;576
;413;625;516
;414;510;516
;415;511;509
;416;537;696
;417;510;705
;418;651;957
;419;752;634
;420;954;519
;421;677;511
;422;511;509
;423;533;624
;424;616;511
;425;511;609
;426;545;517
;427;884;653
;428;1136;632
;429;962;791
;430;665;511
;431;510;510
;432;538;511
;433;590;875
;434;719;847
;435;631;603
;436;635;589
;437;900;679
;438;808;617
;439;1322;736
;440;1020;763
;441;766;1074
;442;562;509
;443;511;510
;444;639;654
;445;527;696
;446;622;535
;447;535;534
;448;536;606
;449;536;535
;450;535;535
;451;635;538
;452;653;541
;453;536;535
;454;587;625
;455;535;535
;456;536;535
;457;670;796
;458;686;601
;459;700;535
;460;650;643
;461;769;734
;462;576;643
;463;715;915
;464;647;763
;465;719;564
;466;578;603
;467;593;622
;468;611;649
;469;610;609
;470;610;608
;471;611;610
;472;617;615
;473;619;598
;474;606;597
;475;1057;578
;476;536;607
;477;536;535
;478;536;534
;479;536;712
;480;728;542
;481;537;541
;482;598;560
;483;574;534
;484;535;534
;485;535;557
;486;536;686
;487;616;919
;488;609;657
;489;739;607
;490;745;535
;491;696;536
;492;618;534
;493;633;687
;494;706;608
;495;643;540
;496;535;534
;497;604;535
;498;536;602
;499;537;823
;500;631;536
;501;535;534
;502;536;535
;503;608;540
;504;805;710
;505;536;534
;506;557;590
;507;535;535
;508;535;540
;509;535;650
;510;535;535
;511;702;781
;512;729;589
;513;662;535
;514;567;535
;515;831;637
;516;703;773
;517;768;719
;518;699;782
;519;737;510
;520;612;709
;521;556;552
;522;549;585
;523;608;624
;524;676;623
;525;610;637
;526;610;612
;527;610;610
;528;610;668
;529;615;614
;530;614;615
;531;626;625
;532;616;646
;533;613;629
;534;583;718
;535;693;654
;536;614;707
;537;733;705
;538;711;621
;539;598;649
;540;773;654
;541;630;611
;542;615;639
;543;578;592
;544;578;548
;545;557;562
;546;1071;1083
;547;1062;957
;548;511;510
;549;511;510
;550;510;653
;551;804;510
;552;541;510
;553;511;535
;554;538;697
;555;595;510
;556;511;567
;557;511;716
;558;511;844
;559;565;636
;560;510;743
;561;727;510
;562;517;534
;563;511;645
;564;592;509
;565;516;683
;566;554;510
;567;775;1096
;568;865;510
;569;515;660
;570;525;556
;571;1425;512
;572;510;510
;573;510;510
;574;533;511
;575;693;947
;576;515;555
;577;511;510
;578;511;673
;579;511;509
;580;708;511
;581;511;510
;582;786;643
;583;1363;601
;584;525;510
;585;633;682
;586;510;510
;587;510;510
;588;1069;980
;589;804;590
;590;649;560
;591;535;535
;592;599;535
;593;826;563
;594;962;614
;595;535;535
;596;536;605
;597;536;539
;598;536;534
;599;536;592
;600;725;591
;601;612;623
;602;693;1010
;603;710;708
;604;536;542
;605;882;698
;606;818;1192
;607;678;870
;608;578;602
;609;617;643
;610;610;627
;611;631;611
;612;610;640
;613;609;609
;614;616;611
;615;610;657
;616;610;611
;617;632;610
;618;621;630
;619;578;578
;620;634;598
;621;536;789
;622;537;535
;623;537;536
;624;563;536
;625;536;539
;626;536;535
;627;535;576
;628;611;835
;629;610;922
;630;1125;661
;631;628;535
;632;535;540
;633;561;537
;634;536;535
;635;536;576
;636;571;561
;637;535;580
;638;537;540
;639;536;555
;640;573;535
;641;778;536
;642;668;632
;643;535;607
;644;611;535
;645;536;606
;646;536;681
;647;755;535
;648;535;567
;649;536;534
;650;537;535
;651;535;534
;652;648;537
;653;536;535
;654;657;614
;655;936;712
;656;669;536
;657;784;537
;658;536;534
;659;604;536
;660;535;558
;661;693;617
;662;547;510
;663;510;536
;664;511;510
;665;510;570
;666;510;770
;667;671;874
;668;515;514
;669;514;657
;670;515;513
;671;512;514
;672;510;510
;673;643;511
;674;510;511
;675;521;511
;676;577;510
;677;531;689
;678;651;510
;679;512;662
;680;517;565
;681;518;613
;682;511;509
;683;577;510
;684;522;511
;685;589;510
;686;511;721
;687;655;520
;688;511;509
;689;637;535
;690;510;510
;691;511;556
;692;558;679
;693;675;754
;694;837;630
;695;736;513
;696;631;510
;697;662;510
;698;535;654
;699;639;568
;700;583;663
;701;709;603
;702;636;628
;703;610;609
;704;640;610
;705;623;593
;706;664;639
;707;644;621
;708;609;643
;709;610;608
;710;642;610
;711;610;621
;712;600;624
;713;616;563
;714;652;567
;715;562;565
;716;605;536
;717;645;675
;718;814;857
;719;768;707
;720;532;528
;721;724;511
;722;1295;762
;723;553;836
;724;667;526
;725;548;510
;726;530;664
;727;510;510
;728;657;686
;729;1039;881
;730;784;569
;731;547;539
;732;525;510
;733;511;510
;734;511;573
;735;678;642
;736;780;624
;737;510;646
;738;510;568
;739;510;551
;740;510;510
;741;595;735
;742;661;549
;743;511;659
;744;516;511
;745;568;514
;746;510;510
;747;1064;511
;748;510;510
;749;511;836
;750;512;510
;751;717;510
;752;510;747
;753;569;801
;754;857;725
;755;792;598
;756;511;510
;757;553;516
;758;531;511
;759;510;675
;760;592;640
;761;510;655
;762;608;510
;763;525;509
;764;511;542
;765;854;823
;766;1257;512
;767;677;510
;768;511;514
;769;511;656
;770;973;855
;771;546;515
;772;511;532
;773;546;510
;774;511;511
;775;511;509
;776;596;510
;777;587;776
;778;599;511
;779;528;548
;780;706;596
;781;548;510
;782;609;510
;783;510;510
;784;574;515
;785;531;812
;786;511;773
;787;511;510
;788;726;511
;789;510;510
;790;624;588
;791;698;515
;792;582;510
;793;516;601
;794;799;510
;795;810;702
;796;511;510
;797;571;511
;798;637;510
;799;579;511
;800;511;699
;801;568;590
;802;776;827
;803;914;870
;804;660;675
;805;582;580
;806;557;510
;807;526;510
;808;963;754
;809;603;648
;810;571;562
;811;783;627
;812;595;623
;813;615;609
;814;662;613
;815;610;609
;816;610;708
;817;697;610
;818;610;619
;819;594;594
;820;684;563
;821;563;559
;822;536;589
;823;670;601
;824;959;516
;825;510;539
;826;942;868
;827;882;558
;828;709;699
;829;574;510
;830;517;678
;831;709;583
;832;510;725
;833;510;510
;834;615;519
;835;549;510
;836;510;509
;837;510;817
;838;990;1274
;839;711;511
;840;511;510
;841;510;674
;842;581;829
;843;511;510
;844;512;510
;845;561;632
;846;607;510
;847;510;509
;848;511;510
;849;620;682
;850;617;752
;851;564;664
;852;533;1020
;853;773;548
;854;666;511
;855;554;547
;856;511;509
;857;510;588
;858;566;510
;859;544;510
;860;547;558
;861;586;623
;862;945;787
;863;1284;718
;864;674;551
;865;858;576
;866;741;1057
;867;575;785
;868;633;510
;869;554;697
;870;510;510
;871;600;512
;872;511;510
;873;965;907
;874;989;781
;875;657;675
;876;511;510
;877;516;518
;878;822;557
;879;537;511
;880;1050;618
;881;592;593
;882;511;578
;883;549;517
;884;788;619
;885;511;814
;886;615;511
;887;747;628
;888;516;510
;889;704;620
;890;636;739
;891;576;564
;892;512;512
;893;783;511
;894;662;791
;895;639;527
;896;1093;851
;897;921;614
;898;660;605
;899;611;608
;900;610;609
;901;705;612
;902;611;616
;903;616;610
;904;611;610
;905;610;614
;906;610;609
;907;652;615
;908;653;655
;909;683;644
;910;610;610
;911;611;618
;912;652;691
;913;1085;1137
;914;796;771
;915;1055;1419
;916;697;1049
;917;931;731
;918;672;604
;919;632;839
;920;770;724
;921;568;717
;922;625;627
;923;723;697
;924;584;712
;925;1318;1640
;926;911;717
;927;675;667
;928;719;812
;929;581;574
;930;659;532
;931;634;979
;932;606;561
;933;603;582
;934;581;618
;935;510;889
;936;658;515
;937;510;768
;938;769;1578
;939;882;656
;940;701;703
;941;511;648
;942;706;721
;943;683;676
;944;694;540
;945;536;671
;946;1002;825
;947;753;583
;948;807;1050
;949;535;536
;950;535;563
;951;636;535
;952;535;534
;953;535;540
;954;605;536
;955;535;535
;956;535;534
;957;630;904
;958;631;574
;959;572;763
;960;692;651
;961;670;534
;962;535;606
;963;621;572
;964;541;540
;965;536;556
;966;568;550
;967;536;534
;968;603;669
;969;622;535
;970;535;535
;971;536;534
;972;647;687
;973;854;1253
;974;633;537
;975;571;535
;976;535;534
;977;536;588
;978;535;535
;979;811;542
;980;536;534
;981;551;592
;982;536;535
;983;536;650
;984;536;643
;985;579;578
;986;777;677
;987;535;746
;988;535;536
;989;579;567
;990;536;588
;991;752;686
;992;536;574
;993;536;660
;994;636;535
;995;536;728
;996;535;564
;997;585;535
;998;884;536
;999;541;535
;1000;535;680
Benchmark done!
All Benchmarks done!

native: exiting
